username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Codex Here!,856971617586606080,"Austin, TX",2023-01-15 20:06:58,"Too many ""tech influencers"" are low key promoting fraud for resumes.

I want to name names, but they have too big o… https://t.co/kp4pRy9O5m",0,Twitter for Android,
𝙀 𝙅 🎵 🏀 🏈,1569834935481176065,"austin, tx",2023-01-15 17:58:16,"Big 12 CBB Power Rankings

Top 25
1. Kansas
2. Texas
3. Iowa State
4. TCU
5. Kansas State

Tournament
6. Baylor
7.… https://t.co/9f14mu8gJt",0,Twitter Web App,
Gen3D Tech - David Sutton,1479942763139543043,"Austin, TX",2023-01-15 17:03:36,@UnpluGGed_YT @kyleirelandtech @Luce_Is_Out @UnpluggedCarlos I think it would be cool if you guys dressed in differ… https://t.co/4fqG4nSCkq,0,Twitter Web App,
Hookem.com,15165715,"Austin, Tx",2023-01-15 12:00:07,"No. 10 Texas needs another rally to get past another Big 12 opponent, this time Texas Tech https://t.co/WUDtj5x0cn",0,SocialNewsDesk,
Billy Gates,34866434,"Austin, TX",2023-01-15 04:34:01,"GAME STORY: Texas fought back from another double-digit deficit to win another Big 12 game, this one 72-70 over Tex… https://t.co/6IMyv9YWNq",1,Twitter Web App,
Mark Andrade Ŧ 🌵,24069995,"Austin, TX",2023-01-15 04:01:13,Tech played a hell of a game. We have lost to two top 10 teams  by 5 points. There is no margin for error in the Bi… https://t.co/rscVEswzWr,1,Twitter for iPhone,
Rick Dub (Tennis team bagman) 🇵🇦🤘🏼,701629561239285765,"Austin, TX",2023-01-15 04:00:31,"@vivathematadors Holy shit, thanks for the laughs 

For real, is Texas Tech “big brother” to anyone in any sport? https://t.co/4KkayLEp46",1,Twitter for iPhone,
Longhorns Wire,1138516810725318656,"Austin, TX",2023-01-15 04:00:09,Texas Tech sat on a cactus in a narrow loss to Texas.  https://t.co/zDUo596Lll,0,True Anthem,
Hook'em Headlines,770524944,"Austin, TX",2023-01-15 03:53:35,"With his great two-way performance vs. Texas Tech, Sir’Jabari Rice just became the first Big 12 player this season… https://t.co/9Cnh0wwRfJ",24,Twitter for iPhone,
D,1417922750874783746,Austin tx,2023-01-15 03:35:23,"Plot twist: Mark Adams died, his twin brother took over his appearance to collect the checks and his wife is actual… https://t.co/gjlXWbMlLY",0,Twitter for iPhone,
Isiah Jordan Collier,46918247,Austin Texas,2023-01-15 03:29:54,"Another big time win for The Horns tonight against a desperate Texas Tech Squad.

-@TheCorralUT showed out once aga… https://t.co/sthbVm6b5v",11,Twitter for iPhone,
Cedric Golden,16696889,"Austin, TX",2023-01-15 03:29:48,Texas has had some bad starts in its last three home games but have gotten wins in two of them thanks to good finis… https://t.co/TxSIGXJKPt,0,Twitter Web App,
Nick Moyle,2293485607,"Austin, TX",2023-01-15 03:27:41,"Final: No. 10 Texas 72, Texas Tech 70. UT completes another second-half comeback to improve to 15-2 overall and 4-1… https://t.co/jfBNpiMJXO",1,TweetDeck,
Will Baizer,298725759,"Austin, TX",2023-01-15 03:27:39,Every win in the Big 12 is big. Tech sucks. #HookEm,17,Twitter for iPhone,
Mike Craven,360324361,"Irving, TX",2023-01-15 02:55:25,A doozy at The Moody between Texas and Texas Tech. Big 12 basketball is hard to beat.,0,Twitter for iPhone,
Billy Gates,34866434,"Austin, TX",2023-01-15 02:50:52,"7:33 2H: Texas 53, Texas Tech 51. Raiders have a pair of FTs coming out of the media timeout and can tie it. TT's A… https://t.co/Gj5bAxW5Ho",0,Twitter Web App,
"Keenan Womack, Rivals",1419706211050610691,"Austin, TX",2023-01-15 02:25:44,"15:23 2H

Texas showing a little life here, outscoring Tech 10-6 this half and trimming the lead to 40-35 Red Raide… https://t.co/Ik2YLNlR2d",0,Twitter Web App,
Jim Vertuno,67713711,"Austin, Texas",2023-01-15 02:00:17,"HT: Texas Tech, winless in the Big 12, leads No. 10 Texas 34-25. Pretty game if you like ugly basketball. #HookEm",0,Twitter Web App,
Nick Moyle,2293485607,"Austin, TX",2023-01-15 01:59:36,Mitchell makes up for missing the front end of the 1+1 with a big putback slam to make it a single-digit game at halftime. Tech leads 34-25.,0,TweetDeck,
Billy Seitzler,350459085,"Austin, TX",2023-01-15 01:18:45,Great to see Big Maple on the court for Texas Tech!,0,Twitter for Android,
Kirk Bohls,16696839,"Austin, TX",2023-01-15 01:07:04,"Texas Tech didn't overwhelm in the Moody Center as it did in the last trip to the Erwin Center, but Red Raiders are… https://t.co/FCzptrIsn6",0,TweetDeck Web App,
Matt Galatzan,277766877,"Austin, TX",2023-01-15 00:55:53,"No. 10 Longhorns vs. Texas Tech: Live In-Game Updates

#HookEm #TexasFight

https://t.co/bX5iONjcMp",0,TweetDeck,
Nick Moyle,2293485607,"Austin, TX",2023-01-15 00:52:01,Texas-Texas Tech tipping soon at the Moody Center. UT is 3-1 in Big 12 play. Coming off an 18-point comeback win ov… https://t.co/9kCnO9e9Z3,0,TweetDeck,
Jim Vertuno,67713711,"Austin, Texas",2023-01-15 00:42:36,Texas Tech at No. 10 Texas in about 20 mins. Horns could get to 4-1 in the Big 12 stay tied for 2nd place with a win.,0,Twitter Web App,
Robert Cavazos 🌵 🇻🇦,66266410,"Austin, TX",2023-01-14 22:52:41,"Talked to Raider Red says Tech wins big!

Hanging out with @texastechaustin before the @texastechmbb game!… https://t.co/LWSGZOxEZr",0,Instagram,"{'type': 'Point', 'coordinates': [-97.73629, 30.27776]}"
Last Stand Hats,394588112,"Austin, TX",2023-01-14 21:44:24,"Big game for ⁦@TexasTechMBB⁩ basketball tonight! 

Check out all our #texastech designs at 

https://t.co/1M4a0jT2Sl https://t.co/sQBz6gSJpB",1,Twitter for iPhone,
Nick Moyle,2293485607,"Austin, TX",2023-01-14 21:38:24,"Big 12 MBB results today: 

OU 77, WVU 76. 

No. 17 TCU 82, No. 11 K-State 68. 

No. 2 KU up 21-14 on No. 14 Iowa S… https://t.co/SL7NYvi0b4",0,TweetDeck,
Nick Moyle,2293485607,"Austin, TX",2023-01-14 21:35:26,"Texas knows it can't overlook Texas Tech in challenging Big 12

""We don’t even look at that 0-4 stuff. We know they… https://t.co/AS07QsS4rK",0,Twitter Web App,
Longhorns Wire,1138516810725318656,"Austin, TX",2023-01-14 18:15:16,Texas Tech enters Saturday winless in conference play.  https://t.co/xxVF9ulmkp,0,True Anthem,
Brendan Callaghan,1486197006985052160,"Austin, Texas",2023-01-13 22:41:41,@thesamparr The answer to this totally depends on your starting principal. Sure if you have a couple million then y… https://t.co/rO6PxaMQz7,0,Twitter for iPhone,
Hookem.com,15165715,"Austin, Tx",2023-01-13 21:50:02,"After rallying past TCU, No. 10 Texas hosts rival Texas Tech in a Moody Center encore https://t.co/SDWQTNi2BL",0,SocialNewsDesk,
Asma Sifaoui,874263494,"Austin, Texas",2023-01-13 19:55:01,Unite Against Big Tech Abuses by @POTUS https://t.co/v04wwTEHLt via @WSJopinion,0,Twitter Web App,
Tim Banks: Principal VibeOps Engineer,22486576,"Austin, TX",2023-01-13 17:27:17,"It doesn’t make for exciting keynotes. It doesn’t capture people’s excitement and imagination.
Big tech conferences… https://t.co/dryr5UQ4Dn",1,Twitter for iPhone,
Greg Andrew,1581839803162759170,"Round Rock, TX",2023-01-13 16:23:41,"@TheDemocrats the party of slavery, land theft from indigenous Americans, Jim Crow, and now the continuous usurpati… https://t.co/36ASIbnfbz",0,Twitter for iPhone,
Daniel Newman,228918333,"Austin, TX",2023-01-13 14:57:06,"New on @MarketWatch: #CES2023 saw growing demand &amp; innovation for digital health. In this piece, I look at big tech… https://t.co/6Ym4MhTLdZ",5,Twitter Web App,
The Group,3145545882,"Austin, TX",2023-01-13 11:47:35,@WhiteHouse You both should be impeached for suppressing our first embedment rights colluding with big tech to suppress information,0,Twitter for iPhone,
kiva calliope,1586149397645123585,"Austin, TX",2023-01-13 03:56:00,@THEMOCOLLINS @GOP How is getting the intelligence community out of the ass of big tech not a win for the American people?,0,Twitter for Android,
Edwin Lee,1185581413791256577,"Austin, TX",2023-01-13 03:24:27,"China panel chair wants testimony from Disney and Big Tech executives, NBA commissioner | The Hill https://t.co/1O6PEDe92K",0,Twitter for iPhone,
Wait Capital,998910748054179840,"Austin, TX",2023-01-13 01:42:09,Very heavy call positioning for tomorrow in big tech land. Would be unsurprising to see a modest sell.,0,Twitter for iPhone,
Nicole Terry,1462877504373469185,"Austin, TX",2023-01-12 22:31:07,"If you or a buddy have any experience with #livestream set-up, tech troubleshooting, and are looking for your first… https://t.co/XrqFW7NYwy",1,Twitter Web App,
Dennis Uribe 🌊🌎♿Hispanic who VOTES,806675383013806080,"Pflugerville, TX",2023-01-12 22:15:40,@SnowLeo84687400 @meatwadrulz @charliekirk11 Shouldn't they have hit the ground running? Seems like the only thing… https://t.co/v3qv34rAXP,0,Twitter for Android,
